_id,company,project,description,published,amount,vat,total,group,date,supplier,invoiceId,remark,year,payments,__v,createdAt,updatedAt,excelRecID,GDFileId,GDFileName
6453ba8787ae8a4dfbd62288,יזמות,"גדות פ""ת",איילת - תשלום 5,true,45000,7650,52650,101,21/04/2023,אדריכלות - איילת,50669,"העברה בנקאית 50% ועדה מחוזית ע""פ הסכם",2023,,0,04/05/2023,11/02/2025,21203,,
6453ba8787ae8a4dfbd62289,יזמות,"גדות פ""ת",מודד - חידוש מפה מצבית,true,1000,170,1170,101,30/01/2023,מודד לאוניד,74690,העברה בנקאית 30.01.23,2023,,0,04/05/2023,11/02/2025,21070,,
6453ba8787ae8a4dfbd6228a,ביצועים,ג. התחמושת 2,עסיס אייל - בדיקת מתקן חשמל ג. התחשמושת 2,true,600,102,702,101,01/02/2023,עסיס אייל,6256,העברה בנקאית 02.02.23,2023,,0,04/05/2023,22/10/2024,11226,,
6453ba8787ae8a4dfbd6228b,ביצועים,הוצאות אלי,נרות חשמל,true,85.47,14.5299,100,101,04/04/2023,,24131,אשראי,2023,,0,04/05/2023,11/02/2025,11618,,
6453ba8787ae8a4dfbd6228c,ביצועים,גשר,רוני מדידות לטופס גמר בגשר,true,5000,850,5850,101,23/04/2023,מודד רוני סטף,5278,העברה בנקאית 14.05.23,2023,,0,04/05/2023,22/10/2024,11253,,
6453ba8787ae8a4dfbd6228e,ביצועים,גשר,בדיקת בטונים,true,300,51,351,101,31/10/2022,סיסטם,289101,"אשראי 16,033 ש""ח תאריך 24.04.23 עבור 298637 298313 298312 297760 294198 291931 291689 291168 289101",2022,,0,04/05/2023,27/10/2024,11197,,
6453ba8787ae8a4dfbd6228f,ביצועים,,ריצוף השלמות,true,1753,298,2051,101,16/04/2023,פרפקט ליין,5586149,אשראי,2023,,0,04/05/2023,22/10/2024,11248,,
6453ba8787ae8a4dfbd62290,ביצועים,ג. התחמושת 2,אלומיניום - תוספות חלון,true,1000,170,1170,101,13/01/2023,איציק אלומיניום,1552,"העברה בנקאית ע""ס 6,903 ש""ח - 01.05.23",2023,,0,04/05/2023,22/10/2024,11553,,
6453ba8787ae8a4dfbd62291,ביצועים,גשר,אלומיניום - תוספות בגשר - גגון,true,1200,204,1404,101,17/04/2023,איציק אלומיניום,1559,"העברה בנקאית ע""ס 6,903 ש""ח - 01.05.23",2023,,0,04/05/2023,22/10/2024,11551,,
6453ba8787ae8a4dfbd62293,ביצועים,נווה אליעזר,פיגום נווה אליעזר - זיכוי,true,-2000,-340,-2340,100,15/02/2023,פיגום י.ש,910072,"910072העברה 17,550 ש""ח 23.03.23 עבור חשבוניות 696, 682 וזיכוי",2023,,0,04/05/2023,22/10/2024,10930,,
6453ba8787ae8a4dfbd62294,ביצועים,גשר,"נגרות גמ-ח בבלי, גשר, נווה, מעליות, תחמושת",true,58000,9860,67860,100,09/03/2023,נגר אלסוריקי,441,"שיק 10671 ע""ס 32,234 ש""ח 30.05.23 + שיק 10672 ע""ס 32,233 ש""ח 30.06.23",2023,"[object Object],[object Object]",0,04/05/2023,22/10/2024,10933,,
6453ba8787ae8a4dfbd62295,ביצועים,נווה אליעזר,אלומיניום - נווה אליעזר תשלום 4,true,40000,,40000,100,13/03/2023,אחים מרואן,938,שיק 10673 15.04.23,2023,[object Object],0,04/05/2023,22/10/2024,10921,,
6453ba8787ae8a4dfbd62296,ביצועים,נווה אליעזר,חמיס - נווה אליעזר,true,2900,493,3393,100,16/03/2023,אור הארץ,2248,שיק 10674,2023,[object Object],0,04/05/2023,22/10/2024,10944,,
6453ba8787ae8a4dfbd62297,ביצועים,נווה אליעזר,מאמין - תוספות חשמל,true,5000,850,5850,100,20/03/2023,מאמין חשמלאי אחים עתיד,232,"העברה 20.03.23 ע""ס 12,595 ש""ח (כולל 6,745 מחשבונית 222)",2023,,0,04/05/2023,22/10/2024,10949,,
6453ba8787ae8a4dfbd62298,ביצועים,גשר,מחצית שניה - מזגנים,true,42968.38,7304.62,50273,100,11/01/2023,מזגנים - אטלס,5629,"שיק 10686 ע""ס 67,873 ש""ח עבור חשבוניות 5526, 5629, 5630 תאריך 30.05.23",2023,[object Object],0,04/05/2023,11/02/2025,10809,,
6453ba8787ae8a4dfbd62299,ביצועים,נווה אליעזר,מזגנים,true,13931.62,2368.38,16300,100,11/01/2023,מזגנים - אטלס,5630,"שיק 10686 ע""ס 67,873 ש""ח עבור חשבוניות 5526, 5629, 5630 תאריך 30.05.23",2023,[object Object],0,04/05/2023,22/10/2024,10812,,
6453ba8787ae8a4dfbd6229a,ביצועים,,ניאגרה,true,256.41,43.59,300,100,28/02/2023,מעודד צבעים,7009718,שיק 10705 30.06.23,2023,[object Object],0,04/05/2023,22/10/2024,10954,,
6453ba8787ae8a4dfbd6229b,ביצועים,צייטלין 2,ברזל למעליות,true,18235.04,3099.96,21335,100,30/09/2022,ג'יוסי,176212,"שיק 10677 ע""ס 37,000 ש""ח עבור חשבוניות 6797, 6212, 9266",2022,,0,04/05/2023,27/10/2024,10774,,
6453ba8787ae8a4dfbd6229c,ביצועים,צייטלין 2,זיכוי עבור ברזל,true,-1882.91,-320.09,-2203,100,28/02/2023,ג'יוסי,179266,"שיק 10677 ע""ס 37,000 ש""ח 30.05.23 עבור חשבוניות 6797, 6212, 9266",2023,[object Object],0,04/05/2023,22/10/2024,10957,,
6453ba8787ae8a4dfbd6229d,ביצועים,גשר,דשא עוז,true,11300,1921,13221,100,15/01/2023,,27223,"שיק 10695 ע""ס 13,221 תאריך 30.05.23",2023,[object Object],0,04/05/2023,22/10/2024,10924,,
6453ba8787ae8a4dfbd6229e,ביצועים,גשר,בדיקת תקרות,true,2605.98,443.02,3049,100,30/11/2022,סיסטם,291168,"אשראי 16,033 ש""ח תאריך 24.04.23 עבור 298637 298313 298312 297760 294198 291931 291689 291168 289101",2022,,0,04/05/2023,27/10/2024,10901,,
6453ba8787ae8a4dfbd6229f,ביצועים,צייטלין 2,בדיקות בטון,true,510,86.7,596.7,100,30/11/2022,סיסטם,291689,"אשראי 16,033 ש""ח תאריך 24.04.23 עבור 298637 298313 298312 297760 294198 291931 291689 291168 289101",2022,,0,04/05/2023,27/10/2024,10904,,
6453ba8787ae8a4dfbd622a0,ביצועים,בבלי,בדיקת תקרות,true,2880,489.6,3369.6,100,30/11/2022,סיסטם,291931,"אשראי 16,033 ש""ח תאריך 24.04.23 עבור 298637 298313 298312 297760 294198 291931 291689 291168 289101",2022,,0,04/05/2023,27/10/2024,10907,,
6453ba8787ae8a4dfbd622a1,ביצועים,בבלי,בדיקת תיקרה,true,1000,170,1170,100,31/12/2022,סיסטם,294198,"אשראי 16,033 ש""ח תאריך 24.04.23 עבור 298637 298313 298312 297760 294198 291931 291689 291168 289101",2022,,0,04/05/2023,27/10/2024,10910,,
6453ba8787ae8a4dfbd622a2,ביצועים,בבלי,בדיקות תקרה,true,2347.52,399.08,2746.6,100,31/01/2023,סיסטם,298312,"אשראי 16,033 ש""ח תאריך 24.04.23 עבור 298637 298313 298312 297760 294198 291931 291689 291168 289101",2023,,0,04/05/2023,22/10/2024,10962,,
6453ba8787ae8a4dfbd622a3,ביצועים,נווה אליעזר,תקרות,true,2360,401.2,2761.2,100,31/01/2023,סיסטם,298313,"אשראי 16,033 ש""ח תאריך 24.04.23 עבור 298637 298313 298312 297760 294198 291931 291689 291168 289101",2023,,0,04/05/2023,22/10/2024,10965,,
6453ba8787ae8a4dfbd622a4,ביצועים,גשר,תקרות + 926,true,1250,212.5,1462.5,100,31/01/2023,סיסטם,297760,"אשראי 16,033 ש""ח תאריך 24.04.23 עבור 298637 298313 298312 297760 294198 291931 291689 291168 289101",2023,,0,04/05/2023,22/10/2024,10968,,
6453ba8787ae8a4dfbd622a5,ביצועים,צייטלין 2,בדיקת בטון,true,450,76.5,526.5,100,28/02/2023,סיסטם,298637,"אשראי 16,033 ש""ח תאריך 24.04.23 עבור 298637 298313 298312 297760 294198 291931 291689 291168 289101",2023,,0,04/05/2023,22/10/2024,11858,,
6453ba8787ae8a4dfbd622a6,ביצועים,סטף,גמר חשבון - סטף,true,94017,15983,110000,100,27/03/2023,ע.ס.ג הנדסה,66,"שיק 10679 27.03.23 (81,059+מעמ+ 13,600 מעמ חשבונית 64 + 1,561 הפרשים)",2023,[object Object],0,04/05/2023,22/10/2024,10974,,
6453ba8787ae8a4dfbd622a7,ביצועים,נווה אליעזר,כריזה וגחלוי אש בנווה אליעזר,true,30720,5222,35942,100,28/03/2023,אמארה,85,"שיק 10692 ע""ס 18,420 ש""ח תאריך 23.04.23 + העברה 04.04.23 - 16,084",2023,[object Object],0,04/05/2023,22/10/2024,10979,,
6453ba8787ae8a4dfbd622a8,ביצועים,נווה אליעזר,מראות + בר מג'יק פלור,true,40040.17,6806.83,46847,100,28/03/2023,,234000005,"שיק 10684 19,071 ש""ח 30.04.23 + שיק 10685 27,776 ש""ח 15.05.23",2023,"[object Object],[object Object]",0,04/05/2023,22/10/2024,10982,,
6453ba8787ae8a4dfbd622a9,יזמות,גדות מתן,"עו""ד נמרוד כנפי - תביעה עמית תשלום 3",true,10000,1700,11700,100,26/02/2023,"עו""ד נמרוד כנפי",1402,העברה בנקאית - 23.02.23,2023,,0,04/05/2023,11/02/2025,21067,,
6453ba8787ae8a4dfbd622aa,ביצועים,,"רו""ח יוחאי",true,1500,255,1755,100,30/03/2023,,149403,,2023,,0,04/05/2023,22/10/2024,10989,,
6453ba8787ae8a4dfbd622ab,ביצועים,נווה אליעזר,שרלי - 23-03,true,1464.1,248.9,1713,100,31/03/2023,שרלי - חומרי בנין,100301,"שיק 10701 ע""ס 3,797 עבור חשבוניות  - 491, 385, 301",2023,[object Object],0,04/05/2023,22/10/2024,10992,,
6453ba8787ae8a4dfbd622ac,ביצועים,נווה אליעזר,אחים ונטורה,true,85,15,100,100,05/02/2023,ונטורה אחים,294860,,2023,,0,04/05/2023,22/10/2024,10995,,
6453ba8787ae8a4dfbd622ad,ביצועים,נווה אליעזר,אחים ונטורה,true,53,9,62,100,06/02/2023,ונטורה אחים,294888,,2023,,0,04/05/2023,22/10/2024,10998,,
6453ba8787ae8a4dfbd622ae,ביצועים,גשר,אחים ונטורה,true,221,37,258,100,06/02/2023,ונטורה אחים,294875,,2023,,0,04/05/2023,22/10/2024,11001,,
6453ba8787ae8a4dfbd622af,יזמות,,מאקס טוק - סט המתנה לישיבה,true,341,58,399,100,05/04/2023,,1774,,2023,,0,04/05/2023,11/02/2025,21054,,
6453ba8787ae8a4dfbd622b0,ביצועים,,תיקון פנצ'ר,true,60,10,70,100,31/03/2023,,130909,,2023,,0,04/05/2023,22/10/2024,11006,,
6453ba8787ae8a4dfbd622b1,ביצועים,הוצאות אלי,נגרות / מסגרות גשר - תשלום 3,true,50000,8500,58500,99,27/02/2023,נגר אלסוריקי,435,"שיק 10603 ע""ס 55,575 ש""ח תאריך 20.01.23 (במקום שיק 10509 שבוטל)",2023,[object Object],0,04/05/2023,21/12/2024,10370,,
6453ba8787ae8a4dfbd622b2,ביצועים,סטף,איזוטסט - מקדמה,true,2000,,2000,99,06/10/2022,איזוטסט,225003324,העברה בנקאית,2022,,0,04/05/2023,27/10/2024,9378,,
6453ba8787ae8a4dfbd622b3,ביצועים,נווה אליעזר,ריצוף נגב - הפרשים,true,-1314,-223,-1537,99,18/10/2022,נגב,964054375,"שיק 10635 ע""ס 44,430 ש""ח עבור חשבוניות 178,375,310,766 תאריך 15.05.23",2022,,0,04/05/2023,27/10/2024,13449,,
6453ba8787ae8a4dfbd622b4,ביצועים,נווה אליעזר,נגב - ריצוף לנווה אליעזר,true,2957,503,3460,99,24/11/2022,נגב,964059766,"שיק 10635 ע""ס 44,430 ש""ח עבור חשבוניות 178,375,310,766 תאריך 15.05.23",2022,,0,04/05/2023,27/10/2024,13608,,
6453ba8787ae8a4dfbd622b5,ביצועים,גשר,מרכז הגבס - 22-12,true,782,133,915,99,29/12/2022,מרכז הגבס,226012339,"שיק 10669 ע""ס 9,428 ש""ח עבור חשבוניות 353, 354, 355, 339",2022,,0,04/05/2023,27/10/2024,13734,,
6453ba8787ae8a4dfbd622b6,ביצועים,גשר,ארכה,true,420,71,491,99,26/01/2023,ארכה,342300351,"שיק 10680 ע""ס 33,315 ש""ח 30.05.23 עבור חשבוניות 10/22 - 02/23",2023,[object Object],0,04/05/2023,22/10/2024,10379,,
6453ba8787ae8a4dfbd622b7,ביצועים,,ארכה,true,44,8,52,99,26/01/2023,ארכה,342300350,"שיק 10680 ע""ס 33,315 ש""ח 30.05.23 עבור חשבוניות 10/22 - 02/23",2023,[object Object],0,04/05/2023,22/10/2024,10382,,
6453ba8787ae8a4dfbd622b8,ביצועים,נווה אליעזר,מוטי פרץ - 23-01,true,1901,323,2225,99,31/01/2023,מוטי פרץ,19663,"שיק 10678 ע""ס 7,135 ש""ח לתאריך 30.04.23",2023,[object Object],0,04/05/2023,22/10/2024,11860,,
6453ba8787ae8a4dfbd622b9,ביצועים,גשר,גולמט - גשר השלמות,true,6627,1127,7753,99,31/01/2023,גולמט,2300962,שיק 10699 30.06.23,2023,[object Object],0,04/05/2023,22/10/2024,10388,,
6453ba8787ae8a4dfbd622ba,ביצועים,סטף,איזוטסט - 22-02,true,486,83,569,99,14/02/2023,איזוטסט,236001537,"שיק 10676 ע""ס 1,482 עבור חשבוניות 1537, 660, 431 תאריך 15.04.23",2023,[object Object],0,04/05/2023,22/10/2024,11862,,
6453ba8787ae8a4dfbd622bb,ביצועים,נווה אליעזר,איטום גג נווה אליעזר מקדמה,true,15000,2550,17550,99,14/02/2023,,364,העברה בנקאית - 15.02.23,2023,,0,04/05/2023,22/10/2024,10394,,
6453ba8787ae8a4dfbd622bc,ביצועים,בבלי,אדם - בבלי,true,700,119,819,99,15/02/2023,אור הארץ,2225,"אור הארץ - שיק 10649 ע""ס 50,544 ש""ח לתאריך 16.02.23 עבור נווה אליעזר, בבלי (700 אדם)",2023,[object Object],0,04/05/2023,22/10/2024,10399,,
6453ba8787ae8a4dfbd622bd,ביצועים,נווה אליעזר,חמיס - נווה אליעזר,true,42500,7225,49725,99,15/02/2023,אור הארץ,2225,"אור הארץ - שיק 10649 ע""ס 50,544 ש""ח לתאריך 16.02.23 עבור נווה אליעזר, בבלי (700 אדם)",2023,[object Object],0,04/05/2023,15/09/2024,10400,,
6453ba8787ae8a4dfbd622be,ביצועים,נווה אליעזר,פיגום נווה אליעזר,true,6000,1020,7020,99,15/02/2023,פיגום י.ש,100696,"910072העברה 17,550 ש""ח 23.03.23 עבור חשבוניות 696, 682 וזיכוי",2023,,0,04/05/2023,22/10/2024,10404,,
6453ba8787ae8a4dfbd622bf,ביצועים,נווה אליעזר,גולמט - תקרה אקוסטית,true,12903,2193,15096,99,16/02/2023,גולמט,2301206,שיק 10703 30.07.23,2023,[object Object],0,04/05/2023,22/10/2024,12386,,
6453ba8787ae8a4dfbd622c0,ביצועים,סטף,עמאר - סטף,true,68376,11624,80000,99,21/02/2023,ע.ס.ג הנדסה,62,העברה בנקאית - 20.02.23,2023,,0,04/05/2023,22/10/2024,10410,,
6453ba8787ae8a4dfbd622c1,ביצועים,גשר,"מעליות אלקטרה -גמ""ח",true,16469,2800,19269,99,21/02/2023,מעליות אלקטרה,321000258,"שיק 10654 ע""ס 46,617 ש""ח לתאריך 21.02.23 עבור חשבוניות 0018, 0258",2023,[object Object],0,04/05/2023,22/10/2024,11115,,
6453ba8787ae8a4dfbd622c2,יזמות,,לוח חשמל מרתף,true,1368,232,1600,99,21/02/2023,,468,"העברה בנקאית ע""ס 1,050 ש""ח בתאריך 22.02.23 בתוספת 550 ש""ח במזומן",2023,,0,04/05/2023,22/10/2024,20812,,
6453ba8787ae8a4dfbd622c3,ביצועים,נווה אליעזר,חמיס - נווה אליעזר,true,46200,7854,54054,99,23/02/2023,ע.ס.ג הנדסה,63,"שיק 10656 ע""ס 54,054 ש""ח לתאריך 23.02.23",2023,[object Object],0,04/05/2023,22/10/2024,10422,,
6453ba8787ae8a4dfbd622c4,ביצועים,נווה אליעזר,מרכז הגבס - 23-02,true,2098,357,2455,99,28/02/2023,מרכז הגבס,236001563,"שיק 10698 ע""ס 3,118 ש""ח לתאריך 30.05.23 עבור חשבוניות 1561,1563",2023,[object Object],0,04/05/2023,22/10/2024,10425,,
6453ba8787ae8a4dfbd622c5,ביצועים,ג. התחמושת 2,מרכז הגבס - 23-02,true,567,96,663,99,28/02/2023,מרכז הגבס,236001561,"שיק 10698 ע""ס 3,118 ש""ח לתאריך 30.05.23 עבור חשבוניות 1561,1563",2023,[object Object],0,04/05/2023,22/10/2024,10428,,
6453ba8787ae8a4dfbd622c6,ביצועים,גשר,ארכה - 23-02 - זיכוי,true,-420,-71,-491,99,28/02/2023,ארכה,352300138,"שיק 10680 ע""ס 33,315 ש""ח 30.05.23 עבור חשבוניות 10/22 - 02/23",2023,[object Object],0,04/05/2023,22/10/2024,10583,,
6453ba8787ae8a4dfbd622c7,ביצועים,נווה אליעזר,שרלי - 23-02,true,16235,2760,18995,99,28/02/2023,שרלי - חומרי בנין,100185,"שיק 10693 ע""ס 18,995 לתאריך 30.05.23",2023,[object Object],0,04/05/2023,22/10/2024,10431,,
6453ba8787ae8a4dfbd622c8,ביצועים,ג. התחמושת 2,מאמין - גיבעת התחשמות,true,17094,2906,20000,99,02/03/2023,מאמין חשמלאי אחים עתיד,228,"שיק 10660 סך 50,000 ש""ח לתאריך 02.03.23 + 10661 סך 37,040 ₪ 15.04.23",2023,"[object Object],[object Object]",0,04/05/2023,15/09/2024,10521,,
6453ba8787ae8a4dfbd622c9,ביצועים,גשר,מאמין - גשר,true,17500,2975,20475,99,02/03/2023,מאמין חשמלאי אחים עתיד,228,"שיק 10660 סך 50,000 ש""ח לתאריך 02.03.23 + 10661 סך 37,040 ₪ 15.04.23",2023,"[object Object],[object Object]",0,04/05/2023,15/09/2024,10521,,
6453ba8787ae8a4dfbd622ca,ביצועים,בבלי,מאמין - בבלי,true,4500,765,5265,99,02/03/2023,מאמין חשמלאי אחים עתיד,228,"שיק 10660 סך 50,000 ש""ח לתאריך 02.03.23 + 10661 סך 37,040 ₪ 15.04.23",2023,"[object Object],[object Object]",0,04/05/2023,22/10/2024,10522,,
6453ba8787ae8a4dfbd622cb,ביצועים,נווה אליעזר,מאמין - מווה אליעזר,true,37600,6392,43992,99,02/03/2023,מאמין חשמלאי אחים עתיד,228,"שיק 10660 סך 50,000 ש""ח לתאריך 02.03.23 + 10661 סך 37,040 ₪ 15.04.23",2023,"[object Object],[object Object]",0,04/05/2023,15/09/2024,10521,,
6453ba8787ae8a4dfbd622cc,ביצועים,נווה אליעזר,חמיס - נווה אליעזר,true,48000,8160,56160,99,02/03/2023,ע.ס.ג הנדסה,64,"שיק 10658 ע""ס 56,160 תאריך 02.03.23",2023,[object Object],0,04/05/2023,22/10/2024,10531,,
6453ba8787ae8a4dfbd622cd,ביצועים,נווה אליעזר,דלתות רחמים - גשר _ נווה אליעזר,true,21220,3607,24827,99,02/03/2023,דלתות גמליאל,3004,שיק 10666 תאריך 30.04.23,2023,[object Object],0,04/05/2023,22/10/2024,10536,,
6453ba8787ae8a4dfbd622ce,ביצועים,נווה אליעזר,"אקוסטירק = בידוד לנווה אליעזר גמ""ח",true,14000,2380,16380,99,07/03/2023,,1597,העברה בנקאית  02.05.23,2023,,0,04/05/2023,22/10/2024,10541,,
6453ba8787ae8a4dfbd622cf,ביצועים,נווה אליעזר,"ברק אש - גמ""ח",true,45240,7691,52931,99,08/03/2023,ברק אש,1305,שיק 10670 30.05.23,2023,[object Object],0,04/05/2023,22/10/2024,10544,,
6453ba8787ae8a4dfbd622d0,ביצועים,נווה אליעזר,חמיס - נווה אליעזר,true,10600,1802,12402,99,09/03/2023,אור הארץ,2241,שיק 10665 תאריך 09.03.23,2023,[object Object],0,04/05/2023,22/10/2024,10547,,
6453ba8787ae8a4dfbd622d1,ביצועים,נווה אליעזר,"מיזוג - גמ""ח בבלי + נווה אליעזר",true,57265,9735,67000,99,09/03/2023,מזגנים - גילי,1191,"שיק 10667 ע""ס 29,400 25.04.23 + 10668 ע""ס 36,260 25.05.23 לאחר ניקוי 2% במקור",2023,"[object Object],[object Object]",0,04/05/2023,22/10/2024,10552,,
6453ba8787ae8a4dfbd622d2,ביצועים,נווה אליעזר,כיבוד,true,468,,468,98,17/01/2023,,154,,2023,,0,04/05/2023,22/10/2024,10278,,
6453ba8787ae8a4dfbd622d3,ביצועים,גשר,פרפקט ליין - השלמות לגשר,true,3785,,3785,98,16/08/2022,פרפקט ליין,5581984,,2022,,0,04/05/2023,27/10/2024,9649,,
6453ba8787ae8a4dfbd622d4,ביצועים,גשר,ארכה - 22-08,true,7612,1294,8906,98,25/08/2022,ארכה,342207192,"העברה בנקאית 10.01.23 ע""ס 10242 ש""ח עבור חשבוניות אוגוס 177, 178, 192",2022,,0,04/05/2023,27/10/2024,9869,,
6453ba8787ae8a4dfbd622d5,ביצועים,,טמבור,true,139,,139,98,18/09/2022,,136590,,2022,,0,04/05/2023,27/10/2024,9872,,
6453ba8787ae8a4dfbd622d6,ביצועים,בבלי,עצים זוהר - דק לבבלי,true,12222,2078,14300,98,20/11/2022,זוהר עצים,249360,אשראי,2022,,0,04/05/2023,27/10/2024,13588,,
6453ba8787ae8a4dfbd622d7,ביצועים,,תיקון רכב הנטר,true,2150,366,2516,98,23/11/2022,,9410,אשראי טלפוני,2022,,0,04/05/2023,04/05/2023,,,
6453ba8787ae8a4dfbd622d8,ביצועים,צייטלין 2,עצים זוהר -,true,799,136,935,98,24/11/2022,זוהר עצים,249609,אשראי,2022,,0,04/05/2023,27/10/2024,13606,,
6453ba8787ae8a4dfbd622d9,ביצועים,גשר,ארכה - 22-11 זיכוי,true,-420,-71,-491,98,27/11/2022,ארכה,352200563,"שיק 10680 ע""ס 33,315 ש""ח 30.05.23 עבור חשבוניות 10/22 - 02/23",2022,,0,04/05/2023,27/10/2024,13629,,
6453ba8787ae8a4dfbd622da,ביצועים,גשר,ארכב - 22-11,true,5344,908,6252,98,27/11/2022,ארכה,342209463,"שיק 10680 ע""ס 33,315 ש""ח 30.05.23 עבור חשבוניות 10/22 - 02/23",2022,,0,04/05/2023,27/10/2024,13626,,
6453ba8787ae8a4dfbd622db,ביצועים,,מעודד - 22-11,true,84,14,98,98,27/11/2022,מעודד צבעים,4346539,"שולם באשראי ישירות ע""י בדלפק",2022,,0,04/05/2023,27/10/2024,13618,,
6453ba8787ae8a4dfbd622dc,ביצועים,צייטלין 2,מעודד - 22-11,true,591,100,691,98,27/11/2022,מעודד צבעים,4346535,"שולם באשראי ישירות ע""י בדלפק",2022,,0,04/05/2023,27/10/2024,13624,,
6453ba8787ae8a4dfbd622dd,ביצועים,גשר,עצים זוהר,true,598,102,700,98,27/11/2022,זוהר עצים,249729,,2022,,0,04/05/2023,27/10/2024,13612,,
6453ba8787ae8a4dfbd622de,ביצועים,,טמבור,true,149,,149,98,27/11/2022,,141412,,2022,,0,04/05/2023,27/10/2024,13621,,
6453ba8787ae8a4dfbd622df,ביצועים,,טמבור,true,39,,39,98,27/11/2022,,141450,,2022,,0,04/05/2023,27/10/2024,13617,,
6453ba8787ae8a4dfbd622e0,ביצועים,נווה אליעזר,ג'ק עגלה,true,171,29,200,98,29/11/2022,,68285,אשראי,2022,,0,04/05/2023,27/10/2024,9902,,
6453ba8787ae8a4dfbd622e1,ביצועים,נווה אליעזר,מאמין - תשלום ישירות לאי אר גי,true,30000,5100,35100,98,30/11/2022,מאמין חשמלאי אחים עתיד,1333,שולם בשיק 10599 20.03.23 ישירות לאי אר גי,2022,,0,04/05/2023,27/10/2024,13650,,
6453ba8787ae8a4dfbd622e2,ביצועים,,תיקון לאוטו,true,730,124,854,98,01/12/2022,,8083,אשראי,2022,,0,04/05/2023,27/10/2024,9905,,
6453ba8787ae8a4dfbd622e3,ביצועים,ג. התחמושת 2,"מנעולי ת""א",true,152,26,178,98,04/12/2022,,,,2022,,0,04/05/2023,06/03/2024,9817,,
6453ba8787ae8a4dfbd622e4,ביצועים,נווה אליעזר,כיבוד,true,348,59,407,98,04/12/2022,,,,2022,,0,04/05/2023,06/03/2024,9818,,
6453ba8787ae8a4dfbd622e5,ביצועים,ג. התחמושת 2,"מנעולי ת""א",true,450,,450,98,04/12/2022,,124001,,2022,,0,04/05/2023,27/10/2024,9911,,
6453ba8787ae8a4dfbd622e6,ביצועים,גשר,אבי אייר - גריל למזגן,true,111,19,130,98,06/12/2022,,47527,אשראי,2022,,0,04/05/2023,27/10/2024,13672,,
6453ba8787ae8a4dfbd622e7,ביצועים,גשר,אחים ונטורה,true,270,,270,98,06/12/2022,ונטורה אחים,291670,,2022,,0,04/05/2023,27/10/2024,13674,,
